Catalog / Data Sheet,Part No.,Status,Brand,Apps.,Feature,L x W Size,T(Max.) / mm,Capacitance,Tolerance,Rated Voltage [DC] / V,Temp. Chara.,AEC- Q200
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1e270j030ba.pdf,CGA1A2C0G1E270J030BA Equiv. C0603C0G1E270J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,27pF,±5%,25,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1e2r2c030ba.pdf,CGA1A2C0G1E2R2C030BA Equiv. C0603C0G1E2R2C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,2.2pF,±0.25pF,25,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1e330j030ba.pdf,CGA1A2C0G1E330J030BA Equiv. C0603C0G1E330J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,33pF,±5%,25,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1e390j030ba.pdf,CGA1A2C0G1E390J030BA Equiv. C0603C0G1E390J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,39pF,±5%,25,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1e3r3c030ba.pdf,CGA1A2C0G1E3R3C030BA Equiv. C0603C0G1E3R3C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,3.3pF,±0.25pF,25,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1e470j030ba.pdf,CGA1A2C0G1E470J030BA Equiv. C0603C0G1E470J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,47pF,±5%,25,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1e4r7c030ba.pdf,CGA1A2C0G1E4R7C030BA Equiv. C0603C0G1E4R7C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,4.7pF,±0.25pF,25,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1e560j030ba.pdf,CGA1A2C0G1E560J030BA Equiv. C0603C0G1E560J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,56pF,±5%,25,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1e680j030ba.pdf,CGA1A2C0G1E680J030BA Equiv. C0603C0G1E680J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,68pF,±5%,25,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1e6r8d030ba.pdf,CGA1A2C0G1E6R8D030BA Equiv. C0603C0G1E6R8D for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,6.8pF,±0.5pF,25,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1e820j030ba.pdf,CGA1A2C0G1E820J030BA Equiv. C0603C0G1E820J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,82pF,±5%,25,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h010c030ba.pdf,CGA1A2C0G1H010C030BA Equiv. C0603C0G1H010C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,1pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h020c030ba.pdf,CGA1A2C0G1H020C030BA Equiv. C0603C0G1H020C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,2pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h030c030ba.pdf,CGA1A2C0G1H030C030BA Equiv. C0603C0G1H030C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,3pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h040c030ba.pdf,CGA1A2C0G1H040C030BA Equiv. C0603C0G1H040C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,4pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h050c030ba.pdf,CGA1A2C0G1H050C030BA Equiv. C0603C0G1H050C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,5pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h060d030ba.pdf,CGA1A2C0G1H060D030BA Equiv. C0603C0G1H060D for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,6pF,±0.5pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h070d030ba.pdf,CGA1A2C0G1H070D030BA Equiv. C0603C0G1H070D for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,7pF,±0.5pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h080d030ba.pdf,CGA1A2C0G1H080D030BA Equiv. C0603C0G1H080D for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,8pF,±0.5pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h090d030ba.pdf,CGA1A2C0G1H090D030BA Equiv. C0603C0G1H090D for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,9pF,±0.5pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h100d030ba.pdf,CGA1A2C0G1H100D030BA Equiv. C0603C0G1H100D for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,10pF,±0.5pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h101j030ba.pdf,CGA1A2C0G1H101J030BA Equiv. C0603C0G1H101J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,100pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h120j030ba.pdf,CGA1A2C0G1H120J030BA Equiv. C0603C0G1H120J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,12pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h150j030ba.pdf,CGA1A2C0G1H150J030BA Equiv. C0603C0G1H150J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,15pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h180j030ba.pdf,CGA1A2C0G1H180J030BA Equiv. C0603C0G1H180J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,18pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h1r5c030ba.pdf,CGA1A2C0G1H1R5C030BA Equiv. C0603C0G1H1R5C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,1.5pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h220j030ba.pdf,CGA1A2C0G1H220J030BA Equiv. C0603C0G1H220J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,22pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h270j030ba.pdf,CGA1A2C0G1H270J030BA Equiv. C0603C0G1H270J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,27pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h2r2c030ba.pdf,CGA1A2C0G1H2R2C030BA Equiv. C0603C0G1H2R2C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,2.2pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h330j030ba.pdf,CGA1A2C0G1H330J030BA Equiv. C0603C0G1H330J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,33pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h390j030ba.pdf,CGA1A2C0G1H390J030BA Equiv. C0603C0G1H390J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,39pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h3r3c030ba.pdf,CGA1A2C0G1H3R3C030BA Equiv. C0603C0G1H3R3C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,3.3pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h470j030ba.pdf,CGA1A2C0G1H470J030BA Equiv. C0603C0G1H470J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,47pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h4r7c030ba.pdf,CGA1A2C0G1H4R7C030BA Equiv. C0603C0G1H4R7C for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,4.7pF,±0.25pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h560j030ba.pdf,CGA1A2C0G1H560J030BA Equiv. C0603C0G1H560J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,56pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h680j030ba.pdf,CGA1A2C0G1H680J030BA Equiv. C0603C0G1H680J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,68pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h6r8d030ba.pdf,CGA1A2C0G1H6R8D030BA Equiv. C0603C0G1H6R8D for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,6.8pF,±0.5pF,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2c0g1h820j030ba.pdf,CGA1A2C0G1H820J030BA Equiv. C0603C0G1H820J for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,82pF,±5%,50,C0G,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2x7r0j103k030ba.pdf,CGA1A2X7R0J103K030BA Equiv. C0603X7R0J103K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,10nF,±10%,6.3,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2x7r0j103m030ba.pdf,CGA1A2X7R0J103M030BA Equiv. C0603X7R0J103M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,10nF,±20%,6.3,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2x7r1a103k030ba.pdf,CGA1A2X7R1A103K030BA Equiv. C0603X7R1A103K for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,10nF,±10%,10,X7R,YES
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga1a2x7r1a103m030ba.pdf,CGA1A2X7R1A103M030BA Equiv. C0603X7R1A103M for Auto,Production,TDK,Automotive Grade,AEC-Q200 General (Up to 50V),0.6mm x 0.3mm [EIA 0201],0.33,10nF,±20%,10,X7R,YES
