subseries,mpn,operating_temp_min_c,operating_temp_max_c,jelf_id,tokens
LQW03AW_00,LQW03AW2N9C00D,-55,125,JELF243A-0109,2.9|C:|±0.2|nH|41|0.10|13.0|540
LQW03AW_00,LQW03AW3N0C00D,-55,125,JELF243A-0109,3.0|C:|±0.2|nH|34|0.22|14.0|350
LQW03AW_00,LQW03AW3N1C00D,-55,125,JELF243A-0109,3.1|C:|±0.2|nH|48|0.07|12.0|720
LQW03AW_00,LQW03AW3N2C00D,-55,125,JELF243A-0109,3.2|C:|±0.2|nH|48|0.08|10.0|580
LQW03AW_00,LQW03AW3N3C00D,-55,125,JELF243A-0109,3.3|C:|±0.2|nH|47|0.11|11.0|520
LQW03AW_00,LQW03AW3N4C00D,-55,125,JELF243A-0109,3.4|C:|±0.2|nH|43|0.15|11.0|440
LQW03AW_00,LQW03AW3N5C00D,-55,125,JELF243A-0109,3.5|C:|±0.2|nH|43|0.15|12.0|440
LQW03AW_00,LQW03AW3N6C00D,-55,125,JELF243A-0109,3.6|C:|±0.2|nH|36|0.23|11.0|340
LQW03AW_00,LQW03AW3N7C00D,-55,125,JELF243A-0109,3.7|C:|±0.2|nH|38|0.23|11.0|340
LQW03AW_00,LQW03AW3N9C00D,-55,125,JELF243A-0109,3.9|C:|±0.2|nH|48|0.07|11.0|650
LQW03AW_00,LQW03AW4N3J00D,-55,125,JELF243A-0109,4.3|J:|±5%|45|0.12|11.0|480
LQW03AW_00,LQW03AW4N7J00D,-55,125,JELF243A-0109,4.7|J:|±5%|45|0.09|9.5|620
LQW03AW_00,LQW03AW5N1J00D,-55,125,JELF243A-0109,5.1|J:|±5%|45|0.14|9.5|480
LQW03AW_00,LQW03AW5N4J00D,-55,125,JELF243A-0109,5.4|J:|±5%|46|0.21|9.5|420
LQW03AW_00,LQW03AW5N6J00D,-55,125,JELF243A-0109,5.6|J:|±5%|37|0.33|8.3|330
LQW03AW_00,LQW03AW5N8J00D,-55,125,JELF243A-0109,5.8|J:|±5%|47|0.16|8.8|460
LQW03AW_00,LQW03AW6N2J00D,-55,125,JELF243A-0109,6.2|J:|±5%|39|0.22|9.9|360
LQW03AW_00,LQW03AW6N8J00D,-55,125,JELF243A-0109,6.8|J:|±5%|42|0.18|7.7|460
LQW03AW_00,LQW03AW7N5J00D,-55,125,JELF243A-0109,7.5|J:|±5%|41|0.24|7.5|400
LQW03AW_00,LQW03AW8N2J00D,-55,125,JELF243A-0109,8.2|J:|±5%|40|0.26|8.5|290
LQW03AW_00,LQW03AW8N7J00D,-55,125,JELF243A-0109,8.7|J:|±5%|39|0.42|7.5|290
LQW03AW_00,LQW03AW9N1J00D,-55,125,JELF243A-0109,9.1|J:|±5%|46|0.22|6.4|460
LQW04AN_00,LQW04AN0N8C00D,-55,125,JELF243A-0090,0.8|C:|±0.2|nH|23|0.02|20.0|1800
LQW04AN_00,LQW04AN0N8D00D,-55,125,JELF243A-0090,0.8|D:|±0.5|nH|23|0.02|20.0|1800
LQW04AN_00,LQW04AN10NH00D,-55,125,JELF243A-0090,10|H:|±3.0%|20|0.26|7.0|330
LQW04AN_00,LQW04AN10NJ00D,-55,125,JELF243A-0090,10|J:|±5.0%|20|0.26|7.0|330
LQW04AN_00,LQW04AN11NH00D,-55,125,JELF243A-0090,11|H:|±3.0%|15|0.28|7.0|310
LQW04AN_00,LQW04AN11NJ00D,-55,125,JELF243A-0090,11|J:|±5.0%|15|0.28|7.0|310
LQW04AN_00,LQW04AN12NH00D,-55,125,JELF243A-0090,12|H:|±3.0%|15|0.28|6.0|310
LQW04AN_00,LQW04AN12NJ00D,-55,125,JELF243A-0090,12|J:|±5.0%|15|0.28|6.0|310
LQW04AN_00,LQW04AN13NH00D,-55,125,JELF243A-0090,13|H:|±3.0%|15|0.34|6.0|280
LQW04AN_00,LQW04AN13NJ00D,-55,125,JELF243A-0090,13|J:|±5.0%|15|0.34|6.0|280
LQW04AN_00,LQW04AN14NH00D,-55,125,JELF243A-0090,14|H:|±3.0%|15|0.34|6.0|280
LQW04AN_00,LQW04AN14NJ00D,-55,125,JELF243A-0090,14|J:|±5.0%|15|0.34|6.0|280
LQW04AN_00,LQW04AN15NH00D,-55,125,JELF243A-0090,15|H:|±3.0%|15|0.48|5.5|240
LQW04AN_00,LQW04AN15NJ00D,-55,125,JELF243A-0090,15|J:|±5.0%|15|0.48|5.5|240
LQW04AN_00,LQW04AN16NH00D,-55,125,JELF243A-0090,16|H:|±3.0%|15|0.38|5.5|270
LQW04AN_00,LQW04AN16NJ00D,-55,125,JELF243A-0090,16|J:|±5.0%|15|0.38|5.5|270
LQW04AN_00,LQW04AN18NH00D,-55,125,JELF243A-0090,18|H:|±3.0%|15|0.54|5.0|220
LQW04AN_00,LQW04AN18NJ00D,-55,125,JELF243A-0090,18|J:|±5.0%|15|0.54|5.0|220
LQW04AN_00,LQW04AN19NH00D,-55,125,JELF243A-0090,19|H:|±3.0%|15|0.73|5.0|160
LQW04AN_00,LQW04AN19NJ00D,-55,125,JELF243A-0090,19|J:|±5.0%|15|0.73|5.0|160
LQW04AN_00,LQW04AN1N1C00D,-55,125,JELF243A-0090,1.1|C:|±0.2|nH|15|0.03|20.0|990
LQW04AN_00,LQW04AN1N1D00D,-55,125,JELF243A-0090,1.1|D:|±0.5|nH|15|0.03|20.0|990
LQW04AN_00,LQW04AN1N3C00D,-55,125,JELF243A-0090,1.3|C:|±0.2|nH|15|0.03|20.0|1500
LQW04AN_00,LQW04AN1N3D00D,-55,125,JELF243A-0090,1.3|D:|±0.5|nH|15|0.03|20.0|1500
LQW04AN_00,LQW04AN1N4C00D,-55,125,JELF243A-0090,1.4|C:|±0.2|nH|15|0.03|20.0|1200
LQW04AN_00,LQW04AN1N4D00D,-55,125,JELF243A-0090,1.4|D:|±0.5|nH|15|0.03|20.0|1200
LQW04AN_00,LQW04AN1N5C00D,-55,125,JELF243A-0090,1.5|C:|±0.2|nH|18|0.05|20.0|940
LQW04AN_00,LQW04AN1N5D00D,-55,125,JELF243A-0090,1.5|D:|±0.5|nH|18|0.05|20.0|940
LQW04AN_00,LQW04AN1N6C00D,-55,125,JELF243A-0090,1.6|C:|±0.2|nH|15|0.06|17.0|700
LQW04AN_00,LQW04AN1N6D00D,-55,125,JELF243A-0090,1.6|D:|±0.5|nH|15|0.06|17.0|700
LQW04AN_00,LQW04AN1N7C00D,-55,125,JELF243A-0090,1.7|C:|±0.2|nH|15|0.06|17.0|700
LQW04AN_00,LQW04AN1N7D00D,-55,125,JELF243A-0090,1.7|D:|±0.5|nH|15|0.06|17.0|700
LQW04AN_00,LQW04AN1N8C00D,-55,125,JELF243A-0090,1.8|C:|±0.2|nH|15|0.06|17.0|700
LQW04AN_00,LQW04AN1N8D00D,-55,125,JELF243A-0090,1.8|D:|±0.5|nH|15|0.06|17.0|700
LQW04AN_00,LQW04AN20NH00D,-55,125,JELF243A-0090,20|H:|±3.0%|15|0.56|5.0|210
LQW04AN_00,LQW04AN20NJ00D,-55,125,JELF243A-0090,20|J:|±5.0%|15|0.56|5.0|210
LQW04AN_00,LQW04AN22NH00D,-55,125,JELF243A-0090,22|H:|±3.0%|15|0.63|5.0|200
LQW04AN_00,LQW04AN22NJ00D,-55,125,JELF243A-0090,22|J:|±5.0%|15|0.63|5.0|200
LQW04AN_00,LQW04AN23NH00D,-55,125,JELF243A-0090,23|H:|±3.0%|15|0.95|4.0|160
LQW04AN_00,LQW04AN23NJ00D,-55,125,JELF243A-0090,23|J:|±5.0%|15|0.95|4.0|160
LQW04AN_00,LQW04AN24NH00D,-55,125,JELF243A-0090,24|H:|±3.0%|15|0.95|4.0|160
LQW04AN_00,LQW04AN24NJ00D,-55,125,JELF243A-0090,24|J:|±5.0%|15|0.95|4.0|160
LQW04AN_00,LQW04AN25NH00D,-55,125,JELF243A-0090,25|H:|±3.0%|15|0.95|4.0|160
LQW04AN_00,LQW04AN25NJ00D,-55,125,JELF243A-0090,25|J:|±5.0%|15|0.95|4.0|160
LQW04AN_00,LQW04AN27NH00D,-55,125,JELF243A-0090,27|H:|±3.0%|15|0.95|4.0|160
LQW04AN_00,LQW04AN27NJ00D,-55,125,JELF243A-0090,27|J:|±5.0%|15|0.95|4.0|160
LQW04AN_00,LQW04AN2N0C00D,-55,125,JELF243A-0090,2.0|C:|±0.2|nH|21|0.03|20.0|1100
LQW04AN_00,LQW04AN2N0D00D,-55,125,JELF243A-0090,2.0|D:|±0.5|nH|21|0.03|20.0|1100
LQW04AN_00,LQW04AN2N1C00D,-55,125,JELF243A-0090,2.1|C:|±0.2|nH|14|0.03|12.0|1100
LQW04AN_00,LQW04AN2N1D00D,-55,125,JELF243A-0090,2.1|D:|±0.5|nH|14|0.03|12.0|1100
LQW04AN_00,LQW04AN2N2C00D,-55,125,JELF243A-0090,2.2|C:|±0.2|nH|21|0.04|12.0|1100
LQW04AN_00,LQW04AN2N2D00D,-55,125,JELF243A-0090,2.2|D:|±0.5|nH|21|0.04|12.0|1100
LQW04AN_00,LQW04AN2N3C00D,-55,125,JELF243A-0090,2.3|C:|±0.2|nH|18|0.07|20.0|780
LQW04AN_00,LQW04AN2N3D00D,-55,125,JELF243A-0090,2.3|D:|±0.5|nH|18|0.07|20.0|780
LQW04AN_00,LQW04AN2N4C00D,-55,125,JELF243A-0090,2.4|C:|±0.2|nH|15|0.07|15.0|570
LQW04AN_00,LQW04AN2N4D00D,-55,125,JELF243A-0090,2.4|D:|±0.5|nH|15|0.07|15.0|570
LQW04AN_00,LQW04AN2N5C00D,-55,125,JELF243A-0090,2.5|C:|±0.2|nH|10|0.12|10.0|490
LQW04AN_00,LQW04AN2N5D00D,-55,125,JELF243A-0090,2.5|D:|±0.5|nH|10|0.12|10.0|490
LQW04AN_00,LQW04AN2N6C00D,-55,125,JELF243A-0090,2.6|C:|±0.2|nH|15|0.07|15.0|620
LQW04AN_00,LQW04AN2N6D00D,-55,125,JELF243A-0090,2.6|D:|±0.5|nH|15|0.07|15.0|620
LQW04AN_00,LQW04AN2N7C00D,-55,125,JELF243A-0090,2.7|C:|±0.2|nH|15|0.07|15.0|570
LQW04AN_00,LQW04AN2N7D00D,-55,125,JELF243A-0090,2.7|D:|±0.5|nH|15|0.07|15.0|570
LQW04AN_00,LQW04AN2N8C00D,-55,125,JELF243A-0090,2.8|C:|±0.2|nH|15|0.07|15.0|620
LQW04AN_00,LQW04AN2N8D00D,-55,125,JELF243A-0090,2.8|D:|±0.5|nH|15|0.07|15.0|620
LQW04AN_00,LQW04AN2N9C00D,-55,125,JELF243A-0090,2.9|C:|±0.2|nH|10|0.12|13.0|490
LQW04AN_00,LQW04AN2N9D00D,-55,125,JELF243A-0090,2.9|D:|±0.5|nH|10|0.12|13.0|490
LQW04AN_00,LQW04AN33NH00D,-55,125,JELF243A-0090,33|H:|±3.0%|15|1.11|4.0|140
LQW04AN_00,LQW04AN33NJ00D,-55,125,JELF243A-0090,33|J:|±5.0%|15|1.11|4.0|140
LQW04AN_00,LQW04AN3N0C00D,-55,125,JELF243A-0090,3.0|C:|±0.2|nH|15|0.07|13.0|620
LQW04AN_00,LQW04AN3N0D00D,-55,125,JELF243A-0090,3.0|D:|±0.5|nH|15|0.07|13.0|620
LQW04AN_00,LQW04AN3N1C00D,-55,125,JELF243A-0090,3.1|C:|±0.2|nH|10|0.12|10.0|490
LQW04AN_00,LQW04AN3N1D00D,-55,125,JELF243A-0090,3.1|D:|±0.5|nH|10|0.12|10.0|490
LQW04AN_00,LQW04AN3N2C00D,-55,125,JELF243A-0090,3.2|C:|±0.2|nH|10|0.17|9.0|400
LQW04AN_00,LQW04AN3N2D00D,-55,125,JELF243A-0090,3.2|D:|±0.5|nH|10|0.17|9.0|400
LQW04AN_00,LQW04AN3N3C00D,-55,125,JELF243A-0090,3.3|C:|±0.2|nH|10|0.14|10.0|440
LQW04AN_00,LQW04AN3N3D00D,-55,125,JELF243A-0090,3.3|D:|±0.5|nH|10|0.14|10.0|440
LQW04AN_00,LQW04AN3N6C00D,-55,125,JELF243A-0090,3.6|C:|±0.2|nH|15|0.10|13.0|530
LQW04AN_00,LQW04AN3N6D00D,-55,125,JELF243A-0090,3.6|D:|±0.5|nH|15|0.10|13.0|530
LQW04AN_00,LQW04AN3N7C00D,-55,125,JELF243A-0090,3.7|C:|±0.2|nH|20|0.14|10.0|440
LQW04AN_00,LQW04AN3N7D00D,-55,125,JELF243A-0090,3.7|D:|±0.5|nH|20|0.14|10.0|440
LQW04AN_00,LQW04AN3N8C00D,-55,125,JELF243A-0090,3.8|C:|±0.2|nH|15|0.10|11.0|530
LQW04AN_00,LQW04AN3N8D00D,-55,125,JELF243A-0090,3.8|D:|±0.5|nH|15|0.10|11.0|530
LQW04AN_00,LQW04AN3N9C00D,-55,125,JELF243A-0090,3.9|C:|±0.2|nH|15|0.10|12.0|530
LQW04AN_00,LQW04AN3N9D00D,-55,125,JELF243A-0090,3.9|D:|±0.5|nH|15|0.10|12.0|530
LQW04AN_00,LQW04AN4N0C00D,-55,125,JELF243A-0090,4.0|C:|±0.2|nH|15|0.10|11.0|530
LQW04AN_00,LQW04AN4N0D00D,-55,125,JELF243A-0090,4.0|D:|±0.5|nH|15|0.10|11.0|530
LQW04AN_00,LQW04AN4N1C00D,-55,125,JELF243A-0090,4.1|C:|±0.2|nH|15|0.10|11.0|530
LQW04AN_00,LQW04AN4N1D00D,-55,125,JELF243A-0090,4.1|D:|±0.5|nH|15|0.10|11.0|530
LQW04AN_00,LQW04AN4N2C00D,-55,125,JELF243A-0090,4.2|C:|±0.2|nH|15|0.10|11.0|530
LQW04AN_00,LQW04AN4N2D00D,-55,125,JELF243A-0090,4.2|D:|±0.5|nH|15|0.10|11.0|530
LQW04AN_00,LQW04AN4N3C00D,-55,125,JELF243A-0090,4.3|C:|±0.2|nH|15|0.10|11.0|530
LQW04AN_00,LQW04AN4N3D00D,-55,125,JELF243A-0090,4.3|D:|±0.5|nH|15|0.10|11.0|530
LQW04AN_00,LQW04AN4N4C00D,-55,125,JELF243A-0090,4.4|C:|±0.2|nH|20|0.14|10.0|440
LQW04AN_00,LQW04AN4N4D00D,-55,125,JELF243A-0090,4.4|D:|±0.5|nH|20|0.14|10.0|440
LQW04AN_00,LQW04AN4N5C00D,-55,125,JELF243A-0090,4.5|C:|±0.2|nH|20|0.14|10.0|440
LQW04AN_00,LQW04AN4N5D00D,-55,125,JELF243A-0090,4.5|D:|±0.5|nH|20|0.14|10.0|440
LQW04AN_00,LQW04AN4N6C00D,-55,125,JELF243A-0090,4.6|C:|±0.2|nH|20|0.14|10.0|440
LQW04AN_00,LQW04AN4N6D00D,-55,125,JELF243A-0090,4.6|D:|±0.5|nH|20|0.14|10.0|440
LQW04AN_00,LQW04AN4N7C00D,-55,125,JELF243A-0090,4.7|C:|±0.2|nH|20|0.14|10.0|440
LQW04AN_00,LQW04AN4N7D00D,-55,125,JELF243A-0090,4.7|D:|±0.5|nH|20|0.14|10.0|440
LQW04AN_00,LQW04AN4N8C00D,-55,125,JELF243A-0090,4.8|C:|±0.2|nH|15|0.23|9.0|350
LQW04AN_00,LQW04AN4N8D00D,-55,125,JELF243A-0090,4.8|D:|±0.5|nH|15|0.23|9.0|350
LQW04AN_00,LQW04AN4N9C00D,-55,125,JELF243A-0090,4.9|C:|±0.2|nH|15|0.23|9.0|350
LQW04AN_00,LQW04AN4N9D00D,-55,125,JELF243A-0090,4.9|D:|±0.5|nH|15|0.23|9.0|350
LQW04AN_00,LQW04AN5N0C00D,-55,125,JELF243A-0090,5.0|C:|±0.2|nH|15|0.23|9.0|350
LQW04AN_00,LQW04AN5N0D00D,-55,125,JELF243A-0090,5.0|D:|±0.5|nH|15|0.23|9.0|350
LQW04AN_00,LQW04AN5N1C00D,-55,125,JELF243A-0090,5.1|C:|±0.2|nH|20|0.12|10.0|470
LQW04AN_00,LQW04AN5N1D00D,-55,125,JELF243A-0090,5.1|D:|±0.5|nH|20|0.12|10.0|470
LQW04AN_00,LQW04AN5N2C00D,-55,125,JELF243A-0090,5.2|C:|±0.2|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN5N2D00D,-55,125,JELF243A-0090,5.2|D:|±0.5|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN5N3C00D,-55,125,JELF243A-0090,5.3|C:|±0.2|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN5N3D00D,-55,125,JELF243A-0090,5.3|D:|±0.5|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN5N4C00D,-55,125,JELF243A-0090,5.4|C:|±0.2|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN5N4D00D,-55,125,JELF243A-0090,5.4|D:|±0.5|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN5N5C00D,-55,125,JELF243A-0090,5.5|C:|±0.2|nH|20|0.12|9.0|470
LQW04AN_00,LQW04AN5N5D00D,-55,125,JELF243A-0090,5.5|D:|±0.5|nH|20|0.12|9.0|470
LQW04AN_00,LQW04AN5N6C00D,-55,125,JELF243A-0090,5.6|C:|±0.2|nH|20|0.12|9.0|470
LQW04AN_00,LQW04AN5N6D00D,-55,125,JELF243A-0090,5.6|D:|±0.5|nH|20|0.12|9.0|470
LQW04AN_00,LQW04AN5N7C00D,-55,125,JELF243A-0090,5.7|C:|±0.2|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN5N7D00D,-55,125,JELF243A-0090,5.7|D:|±0.5|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN5N8C00D,-55,125,JELF243A-0090,5.8|C:|±0.2|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN5N8D00D,-55,125,JELF243A-0090,5.8|D:|±0.5|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN5N9C00D,-55,125,JELF243A-0090,5.9|C:|±0.2|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN5N9D00D,-55,125,JELF243A-0090,5.9|D:|±0.5|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N0C00D,-55,125,JELF243A-0090,6.0|C:|±0.2|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N0D00D,-55,125,JELF243A-0090,6.0|D:|±0.5|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N1C00D,-55,125,JELF243A-0090,6.1|C:|±0.2|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N1D00D,-55,125,JELF243A-0090,6.1|D:|±0.5|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N2C00D,-55,125,JELF243A-0090,6.2|C:|±0.2|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N2D00D,-55,125,JELF243A-0090,6.2|D:|±0.5|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N3C00D,-55,125,JELF243A-0090,6.3|C:|±0.2|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N3D00D,-55,125,JELF243A-0090,6.3|D:|±0.5|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N4C00D,-55,125,JELF243A-0090,6.4|C:|±0.2|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N4D00D,-55,125,JELF243A-0090,6.4|D:|±0.5|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N5C00D,-55,125,JELF243A-0090,6.5|C:|±0.2|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N5D00D,-55,125,JELF243A-0090,6.5|D:|±0.5|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N6C00D,-55,125,JELF243A-0090,6.6|C:|±0.2|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N6D00D,-55,125,JELF243A-0090,6.6|D:|±0.5|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N7C00D,-55,125,JELF243A-0090,6.7|C:|±0.2|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N7D00D,-55,125,JELF243A-0090,6.7|D:|±0.5|nH|20|0.19|9.0|390
LQW04AN_00,LQW04AN6N8C00D,-55,125,JELF243A-0090,6.8|C:|±0.2|nH|20|0.14|9.0|440
LQW04AN_00,LQW04AN6N8D00D,-55,125,JELF243A-0090,6.8|D:|±0.5|nH|20|0.14|9.0|440
LQW04AN_00,LQW04AN6N9C00D,-55,125,JELF243A-0090,6.9|C:|±0.2|nH|20|0.14|8.0|440
LQW04AN_00,LQW04AN6N9D00D,-55,125,JELF243A-0090,6.9|D:|±0.5|nH|20|0.14|8.0|440
LQW04AN_00,LQW04AN7N0C00D,-55,125,JELF243A-0090,7.0|C:|±0.2|nH|20|0.14|8.0|440
LQW04AN_00,LQW04AN7N0D00D,-55,125,JELF243A-0090,7.0|D:|±0.5|nH|20|0.14|8.0|440
LQW04AN_00,LQW04AN7N1C00D,-55,125,JELF243A-0090,7.1|C:|±0.2|nH|20|0.14|8.0|440
LQW04AN_00,LQW04AN7N1D00D,-55,125,JELF243A-0090,7.1|D:|±0.5|nH|20|0.14|8.0|440
LQW04AN_00,LQW04AN7N2C00D,-55,125,JELF243A-0090,7.2|C:|±0.2|nH|20|0.14|8.0|440
LQW04AN_00,LQW04AN7N2D00D,-55,125,JELF243A-0090,7.2|D:|±0.5|nH|20|0.14|8.0|440
LQW04AN_00,LQW04AN7N3C00D,-55,125,JELF243A-0090,7.3|C:|±0.2|nH|20|0.14|8.0|440
LQW04AN_00,LQW04AN7N3D00D,-55,125,JELF243A-0090,7.3|D:|±0.5|nH|20|0.14|8.0|440
LQW04AN_00,LQW04AN7N4C00D,-55,125,JELF243A-0090,7.4|C:|±0.2|nH|20|0.14|8.0|440
LQW04AN_00,LQW04AN7N4D00D,-55,125,JELF243A-0090,7.4|D:|±0.5|nH|20|0.14|8.0|440
LQW04AN_00,LQW04AN7N5C00D,-55,125,JELF243A-0090,7.5|C:|±0.2|nH|20|0.14|8.0|440
LQW04AN_00,LQW04AN7N5D00D,-55,125,JELF243A-0090,7.5|D:|±0.5|nH|20|0.14|8.0|440
LQW04AN_00,LQW04AN7N6C00D,-55,125,JELF243A-0090,7.6|C:|±0.2|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN7N6D00D,-55,125,JELF243A-0090,7.6|D:|±0.5|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN7N7C00D,-55,125,JELF243A-0090,7.7|C:|±0.2|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN7N7D00D,-55,125,JELF243A-0090,7.7|D:|±0.5|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN7N8C00D,-55,125,JELF243A-0090,7.8|C:|±0.2|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN7N8D00D,-55,125,JELF243A-0090,7.8|D:|±0.5|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN7N9C00D,-55,125,JELF243A-0090,7.9|C:|±0.2|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN7N9D00D,-55,125,JELF243A-0090,7.9|D:|±0.5|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN8N0C00D,-55,125,JELF243A-0090,8.0|C:|±0.2|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN8N0D00D,-55,125,JELF243A-0090,8.0|D:|±0.5|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN8N1C00D,-55,125,JELF243A-0090,8.1|C:|±0.2|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN8N1D00D,-55,125,JELF243A-0090,8.1|D:|±0.5|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN8N2C00D,-55,125,JELF243A-0090,8.2|C:|±0.2|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN8N2D00D,-55,125,JELF243A-0090,8.2|D:|±0.5|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN8N3C00D,-55,125,JELF243A-0090,8.3|C:|±0.2|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN8N3D00D,-55,125,JELF243A-0090,8.3|D:|±0.5|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN8N4C00D,-55,125,JELF243A-0090,8.4|C:|±0.2|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN8N4D00D,-55,125,JELF243A-0090,8.4|D:|±0.5|nH|20|0.23|8.0|350
LQW04AN_00,LQW04AN8N5C00D,-55,125,JELF243A-0090,8.5|C:|±0.2|nH|15|0.33|7.0|290
LQW04AN_00,LQW04AN8N5D00D,-55,125,JELF243A-0090,8.5|D:|±0.5|nH|15|0.33|7.0|290
LQW04AN_00,LQW04AN8N6C00D,-55,125,JELF243A-0090,8.6|C:|±0.2|nH|15|0.33|7.0|290
LQW04AN_00,LQW04AN8N6D00D,-55,125,JELF243A-0090,8.6|D:|±0.5|nH|15|0.33|7.0|290
LQW04AN_00,LQW04AN8N7C00D,-55,125,JELF243A-0090,8.7|C:|±0.2|nH|15|0.33|7.0|290
LQW04AN_00,LQW04AN8N7D00D,-55,125,JELF243A-0090,8.7|D:|±0.5|nH|15|0.33|7.0|290
LQW04AN_00,LQW04AN8N8C00D,-55,125,JELF243A-0090,8.8|C:|±0.2|nH|15|0.33|7.0|290
LQW04AN_00,LQW04AN8N8D00D,-55,125,JELF243A-0090,8.8|D:|±0.5|nH|15|0.33|7.0|290
LQW04AN_00,LQW04AN8N9C00D,-55,125,JELF243A-0090,8.9|C:|±0.2|nH|20|0.26|7.0|330
LQW04AN_00,LQW04AN8N9D00D,-55,125,JELF243A-0090,8.9|D:|±0.5|nH|20|0.26|7.0|330
LQW04AN_00,LQW04AN9N0C00D,-55,125,JELF243A-0090,9.0|C:|±0.2|nH|20|0.26|7.0|330
LQW04AN_00,LQW04AN9N0D00D,-55,125,JELF243A-0090,9.0|D:|±0.5|nH|20|0.26|7.0|330
