mpn,size,resistance_ohms,tolerance,tcr,power_w,voltage_v,overload_voltage_v,temp_min_c,temp_max_c,aecq200
RMCF0805FG4K75,0805,4.75 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG5K11,0805,5.11 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG5K76,0805,5.76 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG6K65,0805,6.65 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG9K09,0805,9.09 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG10K0,0805,10 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG11K5,0805,11.5 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG12K1,0805,12.1 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG15K0,0805,15 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG20K0,0805,20 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG21K0,0805,21 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG22K1,0805,22.1 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG27K4,0805,27.4 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG33K2,0805,33.2 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG34K8,0805,34.8 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG42K2,0805,42.2 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG47K5,0805,47.5 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG53K6,0805,53.6 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG56K2,0805,56.2 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG64K9,0805,64.9 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG68K1,0805,68.1 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG100K,0805,100 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG120K,0805,120 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG150K,0805,150 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG169K,0805,169 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG182K,0805,182 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG200K,0805,200 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG220K,0805,220 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG249K,0805,249 Kohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FG1M00,0805,1 Mohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FTR499,0805,0.499 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT1R02,0805,1.02 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT1R10,0805,1.1 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT1R21,0805,1.21 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT1R24,0805,1.24 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT1R40,0805,1.4 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT1R50,0805,1.5 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT1R54,0805,1.54 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT1R60,0805,1.6 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT1R62,0805,1.62 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT1R69,0805,1.69 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT1R80,0805,1.8 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT1R82,0805,1.82 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT1R96,0805,1.96 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT2R00,0805,2 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT2R20,0805,2.2 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT2R21,0805,2.21 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT2R32,0805,2.32 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT2R40,0805,2.4 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT2R49,0805,2.49 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT2R55,0805,2.55 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT2R67,0805,2.67 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT2R70,0805,2.7 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT2R74,0805,2.74 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT3R00,0805,3 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT3R24,0805,3.24 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT3R32,0805,3.32 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT3R57,0805,3.57 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT3R60,0805,3.6 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT3R90,0805,3.9 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT3R92,0805,3.92 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT4R02,0805,4.02 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT4R22,0805,4.22 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT4R30,0805,4.3 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT4R42,0805,4.42 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT4R70,0805,4.7 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT4R75,0805,4.75 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT5R10,0805,5.1 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT5R11,0805,5.11 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT5R60,0805,5.6 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT5R62,0805,5.62 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT5R90,0805,5.9 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT6R04,0805,6.04 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT6R49,0805,6.49 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT6R65,0805,6.65 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT6R80,0805,6.8 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT6R81,0805,6.81 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT6R98,0805,6.98 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT7R15,0805,7.15 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT7R50,0805,7.5 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT7R87,0805,7.87 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT8R06,0805,8.06 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT8R25,0805,8.25 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT8R87,0805,8.87 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT9R09,0805,9.09 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT9R10,0805,9.1 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT9R53,0805,9.53 ohm,1%,+/- 200 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT10R2,0805,10.2 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT10R5,0805,10.5 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT10R7,0805,10.7 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT11R0,0805,11 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT11R3,0805,11.3 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT11R8,0805,11.8 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT12R1,0805,12.1 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT13R0,0805,13 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT13R3,0805,13.3 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT13R7,0805,13.7 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT14R0,0805,14 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT14R3,0805,14.3 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT14R7,0805,14.7 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT15R0,0805,15 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT15R4,0805,15.4 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT15R8,0805,15.8 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT16R0,0805,16 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT16R2,0805,16.2 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT16R9,0805,16.9 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT17R4,0805,17.4 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT17R8,0805,17.8 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT18R0,0805,18 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT18R2,0805,18.2 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT18R7,0805,18.7 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT19R1,0805,19.1 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT19R6,0805,19.6 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT20R0,0805,20 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT20R5,0805,20.5 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT21R0,0805,21 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT21R5,0805,21.5 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT22R0,0805,22 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT22R6,0805,22.6 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT23R2,0805,23.2 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT23R7,0805,23.7 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT24R3,0805,24.3 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT24R9,0805,24.9 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT25R5,0805,25.5 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT26R1,0805,26.1 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT26R7,0805,26.7 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT27R0,0805,27 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT27R4,0805,27.4 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT28R0,0805,28 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT28R7,0805,28.7 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT29R4,0805,29.4 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT30R0,0805,30 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT30R1,0805,30.1 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT30R9,0805,30.9 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT31R6,0805,31.6 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT32R4,0805,32.4 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT33R0,0805,33 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT33R2,0805,33.2 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT34R0,0805,34 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT34R8,0805,34.8 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT35R7,0805,35.7 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT36R0,0805,36 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT36R5,0805,36.5 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT37R4,0805,37.4 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT38R3,0805,38.3 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT39R0,0805,39 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT39R2,0805,39.2 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT41R2,0805,41.2 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT42R2,0805,42.2 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT43R0,0805,43 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT43R2,0805,43.2 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT44R2,0805,44.2 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT45R3,0805,45.3 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT46R4,0805,46.4 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT47R0,0805,47 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT47R5,0805,47.5 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT48R7,0805,48.7 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT49R9,0805,49.9 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT51R0,0805,51 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT51R1,0805,51.1 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT52R3,0805,52.3 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT53R6,0805,53.6 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT54R9,0805,54.9 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT56R0,0805,56 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT56R2,0805,56.2 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT57R6,0805,57.6 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT59R0,0805,59 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT60R4,0805,60.4 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT61R9,0805,61.9 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT63R4,0805,63.4 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT64R9,0805,64.9 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT66R5,0805,66.5 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT68R0,0805,68 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT68R1,0805,68.1 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT69R8,0805,69.8 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT71R5,0805,71.5 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT73R2,0805,73.2 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT75R0,0805,75 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT76R8,0805,76.8 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT78R7,0805,78.7 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT80R6,0805,80.6 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT82R0,0805,82 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT82R5,0805,82.5 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT84R5,0805,84.5 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT86R6,0805,86.6 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT88R7,0805,88.7 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT90R9,0805,90.9 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT91R0,0805,91 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT95R3,0805,95.3 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT97R6,0805,97.6 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT100R,0805,100 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT105R,0805,105 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT110R,0805,110 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT113R,0805,113 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT115R,0805,115 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT118R,0805,118 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT121R,0805,121 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT124R,0805,124 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT127R,0805,127 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT130R,0805,130 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT133R,0805,133 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT140R,0805,140 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT143R,0805,143 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT147R,0805,147 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT150R,0805,150 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT154R,0805,154 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT158R,0805,158 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT160R,0805,160 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT162R,0805,162 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT165R,0805,165 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT169R,0805,169 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT174R,0805,174 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT180R,0805,180 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT182R,0805,182 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT187R,0805,187 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT191R,0805,191 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT196R,0805,196 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT205R,0805,205 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT210R,0805,210 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT220R,0805,220 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT221R,0805,221 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT226R,0805,226 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT232R,0805,232 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT237R,0805,237 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT240R,0805,240 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT243R,0805,243 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT249R,0805,249 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
RMCF0805FT255R,0805,255 ohm,1%,+/- 100 ppm,0.125,150,300,-55,155,Compliant
