mpn,size_code,resistance_ohms,tolerance,tcr,power_w,voltage_v,temp_min_c,temp_max_c,length_mm,width_mm,height_mm
RC0100FR-0724K9L,0100,24900,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0759KL,0100,59000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07127RL,0100,127,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07324KL,0100,324000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-076K04L,0100,6040,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-072M49L,0100,2490000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0714K7L,0100,14700,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-075R6L,0100,5.6,1%,-200/+600 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-073RL,0100,3,1%,-200/+600 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07261RL,0100,261,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07237KL,0100,237000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-077K87L,0100,7870,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07432KL,0100,432000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0751KL,0100,51000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07130RL,0100,130,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-075R11L,0100,5.11,1%,-200/+600 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0728KL,0100,28000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0734RL,0100,34,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0722KL,0100,22000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07221KL,0100,221000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07240RL,0100,240,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07576RL,0100,576,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07182KL,0100,182000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0713KL,0100,13000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0742R2L,0100,42.2,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07360KL,0100,360000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-076K19L,0100,6190,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-073K01L,0100,3010,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0753R6L,0100,53.6,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07390KL,0100,390000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07324RL,0100,324,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0724K3L,0100,24300,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07360RL,0100,360,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07215KL,0100,215000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-072R2L,0100,2.2,1%,-200/+600 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07619KL,0100,619000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0712R4L,0100,12.4,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0768RL,0100,68,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0739KL,0100,39000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0771R5L,0100,71.5,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07619RL,0100,619,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0746R4L,0100,46.4,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07511RL,0100,511,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07200RL,0100,200,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-071K07L,0100,1070,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07768KL,0100,768000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0711KL,0100,11000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0760K4L,0100,60400,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0716KL,0100,16000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0075JR-07100KL,0075,100000,5%,-/+200 ppm/C,0.02,10,-55,125,0.3,0.15,0.13
RC0100FR-0775KL,0100,75000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07475RL,0100,475,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0718R2L,0100,18.2,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0737K4L,0100,37400,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07332KL,0100,332000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0736RL,0100,36,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-072K87L,0100,2870,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0764K9L,0100,64900,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-071RL,0100,1,1%,-200/+600 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07110RL,0100,110,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0734R8L,0100,34.8,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-073R6L,0100,3.6,1%,-200/+600 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0075JR-0722RL,0075,22,5%,-200/+600 ppm/C,0.02,10,-55,125,0.3,0.15,0.13
RC0100FR-0747KL,0100,47000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0724R9L,0100,24.9,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-074K7L,0100,4700,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0775RL,0100,75,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0740R2L,0100,40.2,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07680KL,0100,680000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07127KL,0100,127000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07124KL,0100,124000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-073K4L,0100,3400,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07100RL,0100,100,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07499RL,0100,499,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07430RL,0100,430,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0740K2L,0100,40200,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07267KL,0100,267000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0730RL,0100,30,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07178RL,0100,178,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07768RL,0100,768,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-074K32L,0100,4320,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0736KL,0100,36000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07140RL,0100,140,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07160KL,0100,160000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-072K61L,0100,2610,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07182RL,0100,182,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07143KL,0100,143000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07800RL,0100,800,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-073K48L,0100,3480,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0743K2L,0100,43200,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0718RL,0100,18,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0722R1L,0100,22.1,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0762RL,0100,62,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-073M3L,0100,3300000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07348KL,0100,348000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0756K2L,0100,56200,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-074K87L,0100,4870,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0751R1L,0100,51.1,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07681RL,0100,681,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07180KL,0100,180000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07402RL,0100,402,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07158KL,0100,158000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07300RL,0100,300,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0716K2L,0100,16200,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07102RL,0100,102,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07560KL,0100,560000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-076K65L,0100,6650,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-077K68L,0100,7680,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0731R6L,0100,31.6,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-072K2L,0100,2200,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0734KL,0100,34000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0715KL,0100,15000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07110KL,0100,110000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0763K4L,0100,63400,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0747K5L,0100,47500,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0715K8L,0100,15800,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0727KL,0100,27000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07121RL,0100,121,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0075JR-0710KL,0075,10000,5%,-/+200 ppm/C,0.02,10,-55,125,0.3,0.15,0.13
RC0100FR-07787RL,0100,787,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07180RL,0100,180,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0714RL,0100,14,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0710K7L,0100,10700,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-075K6L,0100,5600,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-071M24L,0100,1240000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07348RL,0100,348,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07150RL,0100,150,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0736K5L,0100,36500,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07523KL,0100,523000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0733K2L,0100,33200,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0745R3L,0100,45.3,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0712K4L,0100,12400,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-072K8L,0100,2800,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0721K5L,0100,21500,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0724KL,0100,24000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-071K8L,0100,1800,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-071K82L,0100,1820,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07487KL,0100,487000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0730K9L,0100,30900,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-074K99L,0100,4990,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07187RL,0100,187,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-076K34L,0100,6340,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0710ML,0100,10000000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07113RL,0100,113,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0766K5L,0100,66500,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-074K3L,0100,4300,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07162RL,0100,162,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-072K32L,0100,2320,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0733KL,0100,33000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0075JR-07100RL,0075,100,5%,-/+200 ppm/C,0.02,10,-55,125,0.3,0.15,0.13
RC0100FR-0751RL,0100,51,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07750KL,0100,750000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-073M48L,0100,3480000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-071R5L,0100,1.5,1%,-200/+600 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-077R87L,0100,7.87,1%,-200/+600 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-076R2L,0100,6.2,1%,-200/+600 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07365KL,0100,365000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-077K5L,0100,7500,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07681KL,0100,681000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0075FR-07100RL,0075,100,1%,-/+200 ppm/C,0.02,10,-55,125,0.3,0.15,0.13
RC0100FR-07590KL,0100,590000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0075FR-07220KL,0075,220000,1%,-/+200 ppm/C,0.02,10,-55,125,0.3,0.15,0.13
RC0100FR-0731K6L,0100,31600,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07280KL,0100,280000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0743KL,0100,43000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07100KL,0100,100000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0720KL,0100,20000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0745K3L,0100,45300,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0730K1L,0100,30100,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07137KL,0100,137000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0722RL,0100,22,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-072K7L,0100,2700,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0756R2L,0100,56.2,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07620RL,0100,620,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0739R2L,0100,39.2,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0075FR-07200KL,0075,200000,1%,-/+200 ppm/C,0.02,10,-55,125,0.3,0.15,0.13
RC0100FR-07750RL,0100,750,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0710K5L,0100,10500,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0714KL,0100,14000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07309KL,0100,309000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0723K2L,0100,23200,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-071R8L,0100,1.8,1%,-200/+600 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0743RL,0100,43,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0710RL,0100,10,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-074M53L,0100,4530000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07665KL,0100,665000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07560RL,0100,560,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-072RL,0100,2,1%,-200/+600 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0735R7L,0100,35.7,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-073K9L,0100,3900,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0075FR-07300RL,0075,300,1%,-/+200 ppm/C,0.02,10,-55,125,0.3,0.15,0.13
RC0100FR-0748R7L,0100,48.7,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-076R8L,0100,6.8,1%,-200/+600 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0756KL,0100,56000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100DR-0734R8L,0100,34.8,0.5%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-071K4L,0100,1400,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-071K33L,0100,1330,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0747R5L,0100,47.5,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07200KL,0100,200000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07536RL,0100,536,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07390RL,0100,390,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07309RL,0100,309,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-071K3L,0100,1300,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07140KL,0100,140000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-072KL,0100,2000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07162KL,0100,162000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-074M75L,0100,4750000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0718K2L,0100,18200,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0734K8L,0100,34800,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0713RL,0100,13,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07499KL,0100,499000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07102KL,0100,102000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0719K1L,0100,19100,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07191KL,0100,191000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07221RL,0100,221,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-073K24L,0100,3240,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0710KL,0100,10000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-071M21L,0100,1210000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-071ML,0100,1000000,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07549RL,0100,549,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-07267RL,0100,267,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0711K3L,0100,11300,1%,-/+200 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
RC0100FR-0743R2L,0100,43.2,1%,-/+300 ppm/C,0.03,15,-55,125,0.4,0.2,0.13
