mpn,size_code,resistance_ohms,tolerance,tcr,power_w,voltage_v,temp_min_c,temp_max_c,length_mm,width_mm,height_mm
RT0201BRD0730KL,0201,30000,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD075K1L,0201,5100,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD073K9L,0201,3900,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD073K57L,0201,3570,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD07120RL,0201,120,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD0720KL,0201,20000,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRE0719K6L,0201,19600,0.1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD0715KL,0201,15000,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD0722KL,0201,22000,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD0721K5L,0201,21500,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD075K6L,0201,5600,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD0749K9L,0201,49900,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD077K5L,0201,7500,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD076K49L,0201,6490,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRE0718K2L,0201,18200,0.1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD073KL,0201,3000,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD0724R9L,0201,24.9,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD072K55L,0201,2550,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD073K09L,0201,3090,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD071K5L,0201,1500,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD0713K3L,0201,13300,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD0710KL,0201,10000,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRE0710KL,0201,10000,0.1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD07499RL,0201,499,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD072K49L,0201,2490,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD071K8L,0201,1800,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD0714KL,0201,14000,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD071K62L,0201,1620,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD074K99L,0201,4990,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD074K75L,0201,4750,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD0749R9L,0201,49.9,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD07240RL,0201,240,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRD07200RL,0201,200,0.1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE07910RL,0201,910,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB0716K5L,0402,16500,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201FRE07200RL,0201,200,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201DRE0710KL,0201,10000,0.5%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE0724RL,0201,24,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE07150RL,0201,150,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRD0710KL,0201,10000,1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRD0711K5L,0201,11500,1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB07200RL,0402,200,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRB0736KL,0402,36000,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201FRE0775KL,0201,75000,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201DRD07200RL,0201,200,0.5%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB071K8L,0402,1800,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRB0730KL,0402,30000,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRB0737K4L,0402,37400,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201FRE0733RL,0201,33,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE073K01L,0201,3010,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRD078K66L,0201,8660,1%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201DRE0747KL,0201,47000,0.5%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRE078K06L,0201,8060,0.1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE0715KL,0201,15000,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE07330RL,0201,330,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE0739RL,0201,39,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE0727RL,0201,27,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201DRD071KL,0201,1000,0.5%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201DRD074K75L,0201,4750,0.5%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB072K2L,0402,2200,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201BRE0730KL,0201,30000,0.1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB0733K2L,0402,33200,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201FRE0720KL,0201,20000,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB0719K1L,0402,19100,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201FRE0748K7L,0201,48700,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB07100RL,0402,100,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201FRE0749R9L,0201,49.9,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB072K43L,0402,2430,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201BRE074K75L,0201,4750,0.1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRE07348RL,0201,348,0.1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE075K11L,0201,5110,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201DRD07560RL,0201,560,0.5%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE075K1L,0201,5100,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRE074K99L,0201,4990,0.1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB072K74L,0402,2740,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201DRE0715KL,0201,15000,0.5%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB0718K2L,0402,18200,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRB072KL,0402,2000,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRB0713K3L,0402,13300,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201DRE0775RL,0201,75,0.5%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB072K7L,0402,2700,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201DRD0749R9L,0201,49.9,0.5%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB072K49L,0402,2490,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201BRE0733KL,0201,33000,0.1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201DRE074K75L,0201,4750,0.5%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRE07499RL,0201,499,0.1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB0715KL,0402,15000,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRB0710KL,0402,10000,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201BRE071KL,0201,1000,0.1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRE07301RL,0201,301,0.1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE07430RL,0201,430,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB071K37L,0402,1370,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201DRE071KL,0201,1000,0.5%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201DRE0733K2L,0201,33200,0.5%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201DRE073KL,0201,3000,0.5%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE071KL,0201,1000,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB0724KL,0402,24000,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201DRD0710KL,0201,10000,0.5%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE073K3L,0201,3300,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB071K82L,0402,1820,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRB0724R9L,0402,24.9,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRB0720KL,0402,20000,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201DRE07100RL,0201,100,0.5%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE0718K7L,0201,18700,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB071KL,0402,1000,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRA073K16L,0402,3160,0.1%,-/+5 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201BRE073K32L,0201,3320,0.1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE07100RL,0201,100,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201BRE0724K9L,0201,24900,0.1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201WRD0710KL,0201,10000,0.05%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB07100KL,0402,100000,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201FRE0716KL,0201,16000,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB07215RL,0402,215,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRB0733RL,0402,33,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201DRD072KL,0201,2000,0.5%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE0710KL,0201,10000,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE07240RL,0201,240,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE0722KL,0201,22000,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRB07237RL,0402,237,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0201DRD072K4L,0201,2400,0.5%,-/+25 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE072KL,0201,2000,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201DRE071K18L,0201,1180,0.5%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0201FRE07120RL,0201,120,1%,-/+50 ppm/C,0.05,25,-55,125,0.6,0.3,0.23
RT0402BRD07953RL,0402,953,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0711RL,0402,11,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07806RL,0402,806,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE07102KL,0402,102000,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07324RL,0402,324,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE07866RL,0402,866,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07560RL,0402,560,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0791KL,0402,91000,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRC076K81L,0402,6810,0.1%,-/+15 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRC071K1L,0402,1100,0.1%,-/+15 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07777RL,0402,777,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0722KL,0402,22000,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE073K09L,0402,3090,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD072KL,0402,2000,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD073K92L,0402,3920,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD071K33L,0402,1330,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0795K3L,0402,95300,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0738K3L,0402,38300,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0740R2L,0402,40.2,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE07499RL,0402,499,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRB076K2L,0402,6200,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE074K12L,0402,4120,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0744K2L,0402,44200,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE0714K5L,0402,14500,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE0714KL,0402,14000,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRB074K02L,0402,4020,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07182KL,0402,182000,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE0746K4L,0402,46400,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRC07200RL,0402,200,0.1%,-/+15 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0762KL,0402,62000,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0719R6L,0402,19.6,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE071KL,0402,1000,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0711K4L,0402,11400,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0756K2L,0402,56200,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD071K8L,0402,1800,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRB0751R1L,0402,51.1,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE07100RL,0402,100,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0792KL,0402,92000,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE0730K9L,0402,30900,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07130KL,0402,130000,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRB075K76L,0402,5760,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0751R1L,0402,51.1,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0728K7L,0402,28700,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0712K9L,0402,12900,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRC071K3L,0402,1300,0.1%,-/+15 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07620RL,0402,620,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRC07164RL,0402,164,0.1%,-/+15 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07118KL,0402,118000,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE0730RL,0402,30,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE078K25L,0402,8250,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE0751RL,0402,51,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRC0755K6L,0402,55600,0.1%,-/+15 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07576RL,0402,576,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRC0722K1L,0402,22100,0.1%,-/+15 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD075K97L,0402,5970,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRC07100RL,0402,100,0.1%,-/+15 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRC071K05L,0402,1050,0.1%,-/+15 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0722K6L,0402,22600,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0743R2L,0402,43.2,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD078K66L,0402,8660,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD074K02L,0402,4020,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD079K1L,0402,9100,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0748K7L,0402,48700,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07300RL,0402,300,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE0749R9L,0402,49.9,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE0712K7L,0402,12700,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE071K15L,0402,1150,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE07267RL,0402,267,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE0720RL,0402,20,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE074K32L,0402,4320,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD071K4L,0402,1400,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07732RL,0402,732,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD074K75L,0402,4750,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402CRB0760K4L,0402,60400,0.25%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE0760K4L,0402,60400,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0734KL,0402,34000,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0723K2L,0402,23200,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0718RL,0402,18,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD076K98L,0402,6980,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07787RL,0402,787,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE0710K5L,0402,10500,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE073K74L,0402,3740,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD077R5L,0402,7.5,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE0724K9L,0402,24900,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07187KL,0402,187000,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0724K3L,0402,24300,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0719K6L,0402,19600,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0714K5L,0402,14500,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD071K01L,0402,1010,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07160RL,0402,160,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD07430RL,0402,430,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRE072KL,0402,2000,0.1%,-/+50 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRC074K75L,0402,4750,0.1%,-/+15 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0764K9L,0402,64900,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRB073K6L,0402,3600,0.1%,-/+10 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD073K3L,0402,3300,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
RT0402BRD0712R1L,0402,12.1,0.1%,-/+25 ppm/C,0.063,50,-55,155,1,0.5,0.3
