subseries,mpn,operating_temp_min_c,operating_temp_max_c,jelf_id,tokens
LQM21PN_GE,LQM21PN3R3MGEL,-55,125,JELF243B-0089,3.3|M|：±20%|0.37|0.46|70|670|530|740|460
LQM21PN_GE,LQM21PN4R7MGEL,-55,125,JELF243B-0089,4.7|M：±20%|0.43|0.54|50|400|300|670|430
LQM21PN_GR,LQM21PN1R0NGRD,-55,125,JELF243B-0026,1.0|N:|±30|0.066±25%|50|1.3|0.95
LQM21PN_GR,LQM21PN3R3MGRD,-55,125,JELF243B-0026,3.3|M:|±20|0.150±25%|30|1.0|0.75
LQM21PN_GR,LQM21PN3R3NGRD,-55,125,JELF243B-0026,3.3|N:|±30|0.150±25%|30|1.0|0.75
LQM21PN_GR,LQM21PN4R7MGRD,-55,125,JELF243B-0026,4.7|M:|±20|0.23±25%|30|0.8|0.6
LQM21PN_GR,LQM21PN4R7NGRD,-55,125,JELF243B-0026,4.7|N:|±30|0.23±25%|30|0.8|0.6
LQM21PN_GS,LQM21PN2R2MGSD,-40,85,JELF243B-0036,2.2|M:|±20|0.180±25%|40|950
LQM21PN_GS,LQM21PN4R7MGSD,-40,85,JELF243B-0036,4.7|M:|±20|0.290±25%|20|750
LQM21PZ_C0,LQM21PZ1R0MC0D,-55,125,JELF243B-9113,1.0|±20|0.19±25%|90|0.8|0.60|4
LQM21PZ_C0,LQM21PZ1R5MC0D,-55,125,JELF243B-9113,1.5|±20|0.26±25%|70|0.7|0.52|4
LQM21PZ_C0,LQM21PZ2R2MC0D,-55,125,JELF243B-9113,2.2|±20|0.34±25%|50|0.6|0.45|4
LQM21PZ_C0,LQM21PZR47MC0D,-55,125,JELF243B-9113,0.47|±20|0.12±25%|100|1.1|0.82|4
LQM21PZ_G0,LQM21PZ1R0NGCD,-55,125,JELF243B-9114,1.0|N:|±30|0.10±25%|50|0.9|0.65|4
LQM21PZ_G0,LQM21PZ1R0NGRD,-55,125,JELF243B-9114,1.0|N:|±30|0.066±25%|50|1.3|0.95|4
LQM21PZ_G0,LQM21PZ2R2NGCD,-55,125,JELF243B-9114,2.2|N:|±30|0.23±25%|40|0.8|0.6|4
LQM21PZ_G0,LQM21PZ3R3MG0D,-55,125,JELF243B-9114,3.3|M:|±20|0.165±25%|30|0.8|0.55|4
LQM21PZ_G0,LQM21PZ3R3MGRD,-55,125,JELF243B-9114,3.3|M:|±20|0.150±25%|30|1.0|0.75|4
LQM21PZ_G0,LQM21PZ3R3NG0D,-55,125,JELF243B-9114,3.3|N:|±30|0.165±25%|30|0.8|0.55|4
LQM21PZ_G0,LQM21PZ3R3NGRD,-55,125,JELF243B-9114,3.3|N:|±30|0.150±25%|30|1.0|0.75|4
LQM21PZ_G0,LQM21PZ4R7MGRD,-55,125,JELF243B-9114,4.7|M:|±20|0.23±25%|30|0.8|0.6|4
LQM21PZ_G0,LQM21PZ4R7NGRD,-55,125,JELF243B-9114,4.7|N:|±30|0.23±25%|30|0.8|0.6|4
LQM21PZ_G0,LQM21PZR47MG0D,-55,125,JELF243B-9114,0.47|M:|±20|0.075±25%|100|1.3|0.95|4
LQM21PZ_G0,LQM21PZR54MG0D,-55,125,JELF243B-9114,0.54|M:|±20|0.075±25%|100|1.3|0.95|4
LQM21PZ_GC,LQM21PZ1R0NGCD,-55,125,JELF243B-9114,1.0|N:|±30|0.10±25%|50|0.9|0.65|4
LQM21PZ_GC,LQM21PZ1R0NGRD,-55,125,JELF243B-9114,1.0|N:|±30|0.066±25%|50|1.3|0.95|4
LQM21PZ_GC,LQM21PZ2R2NGCD,-55,125,JELF243B-9114,2.2|N:|±30|0.23±25%|40|0.8|0.6|4
LQM21PZ_GC,LQM21PZ3R3MG0D,-55,125,JELF243B-9114,3.3|M:|±20|0.165±25%|30|0.8|0.55|4
LQM21PZ_GC,LQM21PZ3R3MGRD,-55,125,JELF243B-9114,3.3|M:|±20|0.150±25%|30|1.0|0.75|4
LQM21PZ_GC,LQM21PZ3R3NG0D,-55,125,JELF243B-9114,3.3|N:|±30|0.165±25%|30|0.8|0.55|4
LQM21PZ_GC,LQM21PZ3R3NGRD,-55,125,JELF243B-9114,3.3|N:|±30|0.150±25%|30|1.0|0.75|4
LQM21PZ_GC,LQM21PZ4R7MGRD,-55,125,JELF243B-9114,4.7|M:|±20|0.23±25%|30|0.8|0.6|4
LQM21PZ_GC,LQM21PZ4R7NGRD,-55,125,JELF243B-9114,4.7|N:|±30|0.23±25%|30|0.8|0.6|4
LQM21PZ_GC,LQM21PZR47MG0D,-55,125,JELF243B-9114,0.47|M:|±20|0.075±25%|100|1.3|0.95|4
LQM21PZ_GC,LQM21PZR54MG0D,-55,125,JELF243B-9114,0.54|M:|±20|0.075±25%|100|1.3|0.95|4
LQM21PZ_GE,LQM21PZ1R0MGEL,-55,125,JELF243B-9130,1.0|M|：±20%|0.22|0.28|120|2000|1600|950|600|4
LQM21PZ_GE,LQM21PZ1R5MGEL,-55,125,JELF243B-9130,1.5|M：±20%|0.24|0.30|100|1500|1200|920|570|4
LQM21PZ_GE,LQM21PZ2R2MGEL,-55,125,JELF243B-9130,2.2|M：±20%|0.32|0.39|90|1100|880|800|500|4
LQM21PZ_GE,LQM21PZ3R3MGEL,-55,125,JELF243B-9130,3.3|M|：±20%|0.37|0.46|70|670|530|740|460|4
LQM21PZ_GE,LQM21PZ4R7MGEL,-55,125,JELF243B-9130,4.7|M|：±20%|0.43|0.54|50|400|300|670|430|4
LQM21PZ_GR,LQM21PZ1R0NGCD,-55,125,JELF243B-9114,1.0|N:|±30|0.10±25%|50|0.9|0.65|4
LQM21PZ_GR,LQM21PZ1R0NGRD,-55,125,JELF243B-9114,1.0|N:|±30|0.066±25%|50|1.3|0.95|4
LQM21PZ_GR,LQM21PZ2R2NGCD,-55,125,JELF243B-9114,2.2|N:|±30|0.23±25%|40|0.8|0.6|4
LQM21PZ_GR,LQM21PZ3R3MG0D,-55,125,JELF243B-9114,3.3|M:|±20|0.165±25%|30|0.8|0.55|4
LQM21PZ_GR,LQM21PZ3R3MGRD,-55,125,JELF243B-9114,3.3|M:|±20|0.150±25%|30|1.0|0.75|4
LQM21PZ_GR,LQM21PZ3R3NG0D,-55,125,JELF243B-9114,3.3|N:|±30|0.165±25%|30|0.8|0.55|4
LQM21PZ_GR,LQM21PZ3R3NGRD,-55,125,JELF243B-9114,3.3|N:|±30|0.150±25%|30|1.0|0.75|4
LQM21PZ_GR,LQM21PZ4R7MGRD,-55,125,JELF243B-9114,4.7|M:|±20|0.23±25%|30|0.8|0.6|4
LQM21PZ_GR,LQM21PZ4R7NGRD,-55,125,JELF243B-9114,4.7|N:|±30|0.23±25%|30|0.8|0.6|4
LQM21PZ_GR,LQM21PZR47MG0D,-55,125,JELF243B-9114,0.47|M:|±20|0.075±25%|100|1.3|0.95|4
LQM21PZ_GR,LQM21PZR54MG0D,-55,125,JELF243B-9114,0.54|M:|±20|0.075±25%|100|1.3|0.95|4
LQM2HPN_G0,LQM2HPN1R0MG0L,-55,125,JELF243B-0019,1.0|±20|0.055|0.069|60|1.6|1.2
LQM2HPN_G0,LQM2HPN1R5MG0L,-55,125,JELF243B-0019,1.5|±20|0.070|0.088|50|1.5|1.1
LQM2HPN_G0,LQM2HPN2R2MG0L,-55,125,JELF243B-0019,2.2|±20|0.080|0.10|40|1.3|0.97
LQM2HPN_G0,LQM2HPN3R3MG0L,-55,125,JELF243B-0019,3.3|±20|0.10|0.125|30|1.2|0.9
LQM2HPN_G0,LQM2HPN4R7MG0L,-55,125,JELF243B-0019,4.7|±20|0.11|0.138|25|1.1|0.82
LQM2HPN_G0,LQM2HPNR47MG0L,-55,125,JELF243B-0019,0.47|±20|0.040|0.050|100|1.8|1.3
LQM2HPN_GC,LQM2HPN1R0MGCL,-30,85,JELF243B-0025,1.0|±20|0.08±25%|50|1500
LQM2HPN_GC,LQM2HPN3R3MGCL,-30,85,JELF243B-0025,3.3|±20|0.16±25%|30|1000
LQM2HPN_GC,LQM2HPN4R7MGCL,-30,85,JELF243B-0025,4.7|±20|0.18±25%|25|800
LQM2HPN_GS,LQM2HPN2R2MGSL,-40,85,JELF243B-0039,2.2|±20|0.18±25%|40|1100
LQM2HPN_GS,LQM2HPN3R3MGSL,-40,85,JELF243B-0039,3.3|±20|0.21±25%|20|1050
LQM2HPN_GS,LQM2HPN4R7MGSL,-40,85,JELF243B-0039,4.7|±20|0.25±25%|20|1000
LQM2HPN_J0,LQM2HPN1R0MJ0L,-55,125,JELF243B-0016,1.0|±20|0.09±25%|70|1500
LQM2HPN_J0,LQM2HPN2R2MJ0L,-55,125,JELF243B-0016,2.2|±20|0.12±25%|40|1000
LQM2HPN_J0,LQM2HPN3R3MJ0L,-55,125,JELF243B-0016,3.3|±20|0.12±25%|30|1000
LQM2HPZ_G0,LQM2HPZ1R0MG0L,-55,125,JELF243B-9112,1.0|±20|0.055±25%|60|1.6|1.2|4
LQM2HPZ_G0,LQM2HPZ1R0MGCL,-55,125,JELF243B-9112,1.0|±20|0.08±25%|50|1.5|1.1|4
LQM2HPZ_G0,LQM2HPZ1R5MG0L,-55,125,JELF243B-9112,1.5|±20|0.070±25%|50|1.5|1.1|4
LQM2HPZ_G0,LQM2HPZ2R2MG0L,-55,125,JELF243B-9112,2.2|±20|0.080±25%|40|1.3|0.97|4
LQM2HPZ_G0,LQM2HPZ2R2MGSL,-55,125,JELF243B-9112,2.2|±20|0.18±25%|40|1.1|0.82|4
LQM2HPZ_G0,LQM2HPZ3R3MG0L,-55,125,JELF243B-9112,3.3|±20|0.10±25%|30|1.2|0.9|4
LQM2HPZ_G0,LQM2HPZ3R3MGCL,-55,125,JELF243B-9112,3.3|±20|0.16±25%|30|1.0|0.75|4
LQM2HPZ_G0,LQM2HPZ3R3MGSL,-55,125,JELF243B-9112,3.3|±20|0.21±25%|20|1.05|0.78|4
LQM2HPZ_G0,LQM2HPZ4R7MG0L,-55,125,JELF243B-9112,4.7|±20|0.11±25%|25|1.1|0.82|4
LQM2HPZ_G0,LQM2HPZ4R7MGCL,-55,125,JELF243B-9112,4.7|±20|0.18±25%|25|0.8|0.6|4
LQM2HPZ_G0,LQM2HPZ4R7MGSL,-55,125,JELF243B-9112,4.7|±20|0.25±25%|20|1.0|0.75|4
LQM2HPZ_G0,LQM2HPZR47MG0L,-55,125,JELF243B-9112,0.47|±20|0.040±25%|100|1.8|1.3|4
LQM2HPZ_GC,LQM2HPZ1R0MG0L,-55,125,JELF243B-9112,1.0|±20|0.055±25%|60|1.6|1.2|4
LQM2HPZ_GC,LQM2HPZ1R0MGCL,-55,125,JELF243B-9112,1.0|±20|0.08±25%|50|1.5|1.1|4
LQM2HPZ_GC,LQM2HPZ1R5MG0L,-55,125,JELF243B-9112,1.5|±20|0.070±25%|50|1.5|1.1|4
LQM2HPZ_GC,LQM2HPZ2R2MG0L,-55,125,JELF243B-9112,2.2|±20|0.080±25%|40|1.3|0.97|4
LQM2HPZ_GC,LQM2HPZ2R2MGSL,-55,125,JELF243B-9112,2.2|±20|0.18±25%|40|1.1|0.82|4
LQM2HPZ_GC,LQM2HPZ3R3MG0L,-55,125,JELF243B-9112,3.3|±20|0.10±25%|30|1.2|0.9|4
LQM2HPZ_GC,LQM2HPZ3R3MGCL,-55,125,JELF243B-9112,3.3|±20|0.16±25%|30|1.0|0.75|4
LQM2HPZ_GC,LQM2HPZ3R3MGSL,-55,125,JELF243B-9112,3.3|±20|0.21±25%|20|1.05|0.78|4
LQM2HPZ_GC,LQM2HPZ4R7MG0L,-55,125,JELF243B-9112,4.7|±20|0.11±25%|25|1.1|0.82|4
LQM2HPZ_GC,LQM2HPZ4R7MGCL,-55,125,JELF243B-9112,4.7|±20|0.18±25%|25|0.8|0.6|4
LQM2HPZ_GC,LQM2HPZ4R7MGSL,-55,125,JELF243B-9112,4.7|±20|0.25±25%|20|1.0|0.75|4
LQM2HPZ_GC,LQM2HPZR47MG0L,-55,125,JELF243B-9112,0.47|±20|0.040±25%|100|1.8|1.3|4
LQM2HPZ_GS,LQM2HPZ1R0MG0L,-55,125,JELF243B-9112,1.0|±20|0.055±25%|60|1.6|1.2|4
LQM2HPZ_GS,LQM2HPZ1R0MGCL,-55,125,JELF243B-9112,1.0|±20|0.08±25%|50|1.5|1.1|4
LQM2HPZ_GS,LQM2HPZ1R5MG0L,-55,125,JELF243B-9112,1.5|±20|0.070±25%|50|1.5|1.1|4
LQM2HPZ_GS,LQM2HPZ2R2MG0L,-55,125,JELF243B-9112,2.2|±20|0.080±25%|40|1.3|0.97|4
LQM2HPZ_GS,LQM2HPZ2R2MGSL,-55,125,JELF243B-9112,2.2|±20|0.18±25%|40|1.1|0.82|4
LQM2HPZ_GS,LQM2HPZ3R3MG0L,-55,125,JELF243B-9112,3.3|±20|0.10±25%|30|1.2|0.9|4
LQM2HPZ_GS,LQM2HPZ3R3MGCL,-55,125,JELF243B-9112,3.3|±20|0.16±25%|30|1.0|0.75|4
LQM2HPZ_GS,LQM2HPZ3R3MGSL,-55,125,JELF243B-9112,3.3|±20|0.21±25%|20|1.05|0.78|4
LQM2HPZ_GS,LQM2HPZ4R7MG0L,-55,125,JELF243B-9112,4.7|±20|0.11±25%|25|1.1|0.82|4
LQM2HPZ_GS,LQM2HPZ4R7MGCL,-55,125,JELF243B-9112,4.7|±20|0.18±25%|25|0.8|0.6|4
LQM2HPZ_GS,LQM2HPZ4R7MGSL,-55,125,JELF243B-9112,4.7|±20|0.25±25%|20|1.0|0.75|4
LQM2HPZ_GS,LQM2HPZR47MG0L,-55,125,JELF243B-9112,0.47|±20|0.040±25%|100|1.8|1.3|4
LQM2HPZ_J0,LQM2HPZ1R0MJ0L,-55,125,JELF243B-9116,1.0|±20|0.09±25%|70|1.5|1.1|4
LQM2HPZ_J0,LQM2HPZ2R2MJ0L,-55,125,JELF243B-9116,2.2|±20|0.12±25%|40|1.0|0.75|4
LQM2HPZ_J0,LQM2HPZ3R3MJ0L,-55,125,JELF243B-9116,3.3|±20|0.12±25%|30|1.0|0.75|4
LQM2MPN_G0,LQM2MPN1R0NG0L,-55,125,JELF243B-0022,1.0|N:|±30|0.085|0.107|60|1.4|1.0
LQM2MPN_G0,LQM2MPN1R5MG0L,-55,125,JELF243B-0022,1.5|M:|±20|0.11|0.138|50|1.2|0.9
LQM2MPN_G0,LQM2MPN1R5NG0L,-55,125,JELF243B-0022,1.5|N:|±30|0.11|0.138|50|1.2|0.9
LQM2MPN_G0,LQM2MPN2R2MG0L,-55,125,JELF243B-0022,2.2|M:|±20|0.11|0.138|40|1.2|0.9
LQM2MPN_G0,LQM2MPN2R2NG0L,-55,125,JELF243B-0022,2.2|N:|±30|0.11|0.138|40|1.2|0.9
